weight,age_group,sex,province,visibile_minority,family_income,main_activity,likely_future_edu,desired_future_edu,obstacles,obstacles_future_edu
4132.3195,15 to 24 years,Male,British Columbia,Not a visible minority,"$125,000 or more",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",No,"NA"
3702.4036,15 to 24 years,Female,British Columbia,Not a visible minority,"$125,000 or more",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
2013.4909,15 to 24 years,Female,Alberta,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
5545.6904,15 to 24 years,Female,Ontario,Not a visible minority,"$125,000 or more",Going to school,Non-college/Private/Commercial Certificate/Diploma,University Master's degree,Yes,Other - Specify
4743.6563,15 to 24 years,Male,Ontario,Not a visible minority,"Less than $25,000",Going to school,College or CEGEP,College or CEGEP,No,"NA"
580.088,45 to 54 years,Female,Saskatchewan,Not a visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University bachelor's degree,Yes,Other - Specify
9203.5589,15 to 24 years,Male,Ontario,Not a visible minority,"$50,000 to $74,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
3289.9376,15 to 24 years,Male,Quebec,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
4413.6193,25 to 34 years,Female,Quebec,Not a visible minority,"Less than $25,000",Going to school,University Master's degree,University Master's degree,No,"NA"
1759.1007,15 to 24 years,Female,Ontario,Not a visible minority,"Less than $25,000",Going to school,College or CEGEP,College or CEGEP,No,"NA"
5395.2456,15 to 24 years,Male,Alberta,Not a visible minority,"$125,000 or more",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",No,"NA"
7409.6277,15 to 24 years,Female,Quebec,Not a visible minority,"$25,000 to $49,999",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
1170.0628,15 to 24 years,Female,Nova Scotia,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,"NA",No,"NA"
441.554,35 to 44 years,Male,Newfoundland and Labroador,Not a visible minority,"$75,000 to $99,999",Going to school,Non-college/Private/Commercial Certificate/Diploma,Non-college/Private/Commercial Certificate/Diploma,No,"NA"
2577.4825,25 to 34 years,Male,Quebec,Not a visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University Master's degree,No,"NA"
6843.4226,15 to 24 years,Male,Quebec,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University bachelor's degree,Yes,Personal health
2465.0046,25 to 34 years,Male,Quebec,Not a visible minority,"$75,000 to $99,999",Going to school,College or CEGEP,University bachelor's degree,Yes,Financial situation
1839.9438,15 to 24 years,Female,Alberta,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,Yes,Other - Specify
500.9311,25 to 34 years,Female,Manitoba,Not a visible minority,"$50,000 to $74,999",Going to school,University Master's degree,University Master's degree,No,"NA"
247.594,25 to 34 years,Female,Saskatchewan,Not a visible minority,"$25,000 to $49,999",Going to school,"NA","NA",Don't know,"NA"
544.5927,15 to 24 years,Female,Newfoundland and Labroador,Not a visible minority,"$75,000 to $99,999",Going to school,Other,Other,No,"NA"
4807.4381,15 to 24 years,Male,Ontario,Visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
3891.6258,15 to 24 years,Female,Ontario,Not a visible minority,"$100,000 to $124,999",Going to school,University bachelor's degree,University bachelor's degree,Yes,Financial situation
378.8407,25 to 34 years,Male,Prince Edward Island,Visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,Yes,Financial situation
556.3308,15 to 24 years,Female,Newfoundland and Labroador,Not a visible minority,"$100,000 to $124,999",Going to school,University Master's degree,University Master's degree,No,"NA"
6448.6195,15 to 24 years,Female,Ontario,Not a visible minority,"$125,000 or more",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",Yes,Financial situation
1930.4705,15 to 24 years,Male,Ontario,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University Master's degree,Yes,Financial situation
3599.0925,45 to 54 years,Female,Ontario,Not a visible minority,"$50,000 to $74,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
1981.1251,25 to 34 years,Female,Quebec,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
7401.4789,15 to 24 years,Male,Quebec,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
190.9944,25 to 34 years,Female,Newfoundland and Labroador,Not a visible minority,"$50,000 to $74,999",Going to school,University Master's degree,University Master's degree,No,"NA"
2055.9731,15 to 24 years,Female,New Brunswick,Not a visible minority,"$50,000 to $74,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
820.8216,25 to 34 years,Female,Nova Scotia,Not a visible minority,"$100,000 to $124,999",Going to school,High school diploma or graduation equivalency,High school diploma or graduation equivalency,No,"NA"
2032.6699,25 to 34 years,Female,Alberta,Not a visible minority,"$25,000 to $49,999",Going to school,"NA","NA","NA","NA"
873.3019,15 to 24 years,Male,Saskatchewan,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
632.5054,15 to 24 years,Male,Newfoundland and Labroador,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University Master's degree,No,"NA"
3038.8369,15 to 24 years,Female,Ontario,Not a visible minority,"$125,000 or more",Going to school,College or CEGEP,College or CEGEP,No,"NA"
5795.0641,15 to 24 years,Female,British Columbia,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
722.9704,15 to 24 years,Female,Nova Scotia,Not a visible minority,"$100,000 to $124,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
4002.1892,15 to 24 years,Female,Quebec,Not a visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
1484.3662,35 to 44 years,Female,Ontario,Not a visible minority,"$25,000 to $49,999",Going to school,College or CEGEP,University bachelor's degree,Yes,Financial situation
1862.3018,15 to 24 years,Male,British Columbia,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
1818.6943,15 to 24 years,Female,British Columbia,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University Master's degree,Yes,Financial situation
235.3178,15 to 24 years,Male,British Columbia,Not a visible minority,"Less than $25,000",Going to school,University Master's degree,University Master's degree,Yes,Other - Specify
7901.5703,15 to 24 years,Male,Ontario,Visible minority,"$25,000 to $49,999",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
2042.1906,15 to 24 years,Male,British Columbia,Not a visible minority,"$125,000 or more",Going to school,High school diploma or graduation equivalency,High school diploma or graduation equivalency,No,"NA"
431.8727,15 to 24 years,Female,New Brunswick,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,University Master's degree,Yes,Financial situation
905.8022,15 to 24 years,Male,Manitoba,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
1923.2308,15 to 24 years,Female,Alberta,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
1601.243,15 to 24 years,Female,Saskatchewan,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
1852.9222,25 to 34 years,Female,Quebec,Visible minority,"Less than $25,000",Going to school,Non-college/Private/Commercial Certificate/Diploma,University bachelor's degree,Yes,Financial situation
1516.9024,25 to 34 years,Female,Ontario,Not a visible minority,"Less than $25,000",Going to school,College or CEGEP,College or CEGEP,No,"NA"
5206.2147,15 to 24 years,Female,Alberta,Visible minority,"$125,000 or more",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",Yes,Not able to get into program
9482.2246,15 to 24 years,Female,Alberta,Visible minority,"$125,000 or more",Going to school,Non-college/Private/Commercial Certificate/Diploma,Non-college/Private/Commercial Certificate/Diploma,No,"NA"
1546.8136,35 to 44 years,Female,Quebec,Visible minority,"Less than $25,000",Going to school,University Master's degree,University Master's degree,Yes,Financial situation
509.2883,15 to 24 years,Female,New Brunswick,Not a visible minority,"Less than $25,000",Going to school,University Master's degree,Ph.D. (university-earned doctorate),Yes,Financial situation
4631.09,15 to 24 years,Female,Quebec,Not a visible minority,"Less than $25,000",Going to school,Non-college/Private/Commercial Certificate/Diploma,"NA",No,"NA"
9280.828,15 to 24 years,Female,Alberta,Not a visible minority,"$75,000 to $99,999",Going to school,"NA",College or CEGEP,No,"NA"
382.0115,15 to 24 years,Female,New Brunswick,Not a visible minority,"$50,000 to $74,999",Going to school,"University first professional degree, such as medicine, d...",University Master's degree,Yes,Financial situation
313.9003,15 to 24 years,Female,Prince Edward Island,Not a visible minority,"$100,000 to $124,999",Going to school,University bachelor's degree,University bachelor's degree,Yes,Financial situation
2776.3587,15 to 24 years,Female,Newfoundland and Labroador,Not a visible minority,"$75,000 to $99,999",Going to school,University Master's degree,University Master's degree,No,"NA"
491.5942,35 to 44 years,Female,New Brunswick,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
438.7312,15 to 24 years,Female,Newfoundland and Labroador,Not a visible minority,"$75,000 to $99,999",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",Yes,Other - Specify
5842.5138,15 to 24 years,Male,Ontario,Not a visible minority,"$50,000 to $74,999",Going to school,University Master's degree,University Master's degree,Yes,Financial situation
4272.6384,15 to 24 years,Female,Ontario,Not a visible minority,"$50,000 to $74,999",Going to school,University Master's degree,University Master's degree,Yes,Financial situation
237.565,15 to 24 years,Male,Nova Scotia,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
3426.319,15 to 24 years,Male,Quebec,Not a visible minority,"Less than $25,000",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
1271.4255,15 to 24 years,Male,New Brunswick,Visible minority,"$25,000 to $49,999",Going to school,University Master's degree,University Master's degree,No,"NA"
576.1497,45 to 54 years,Male,Newfoundland and Labroador,Not a visible minority,"Less than $25,000",Going to school,"NA","NA",No,"NA"
3921.8161,15 to 24 years,Female,Ontario,Not a visible minority,"$50,000 to $74,999",Going to school,University Master's degree,Ph.D. (university-earned doctorate),Yes,Financial situation
2695.9676,15 to 24 years,Female,Quebec,Not a visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
